supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts,txn_count,avg_txn_amount,avg_delay,late_ratio,dispute_rate,avg_delivery_quality,contract_text,clause_risk_score,risk_score,risk_label
S_02347,Richards-Harris,Asia-Pacific,Logistics,3139430,2819097,29,485296,17,4,55,0.94,6,Low,829,2025-11-01 22:08:46.580199+00:00,1.0,24416.0,7.0,0.0,1.0,79.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,31.33,0.143,low
S_02348,"Gallegos, Myers and Cook",Asia-Pacific,IT Services,3177678,2125142,74,917774,57,6,51,0.26,7,Low,591,2025-11-01 22:08:46.580637+00:00,1.0,24869.0,84.0,1.0,0.0,71.0,Long-term partnership clause with annual reviews.,28.68,1.0,high
S_02349,Mccoy Ltd,LATAM,Facilities,2565668,1935820,49,380537,52,1,72,0.43,10,Medium,650,2025-11-01 22:08:46.580811+00:00,0.0,0.0,49.0,0.0,0.0,72.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.66,0.571,medium
S_02350,Petty-Allison,North America,Facilities,4619856,2466390,78,250972,33,1,78,0.43,0,Medium,650,2025-11-01 22:08:46.581134+00:00,0.0,0.0,78.0,0.0,0.0,78.0,Payment terms: net 30 days.,29.57,0.571,medium
S_02351,"Lane, Simon and Duarte",North America,Biotech,1405279,1028948,51,1193934,41,1,91,0.92,4,Low,822,2025-11-01 22:08:46.581563+00:00,1.0,36901.0,74.0,1.0,0.0,54.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,47.57,0.571,medium
S_02352,Freeman Group,Asia-Pacific,IT Services,879481,645383,49,1476015,9,11,87,0.38,4,Low,633,2025-11-01 22:08:46.581748+00:00,0.0,0.0,49.0,0.0,0.0,87.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.36,1.0,high
S_02353,"Garza, Carr and Gregory",LATAM,IT Services,1756206,725164,16,1250447,57,11,58,0.76,8,Medium,766,2025-11-01 22:08:46.582180+00:00,1.0,46107.0,2.0,0.0,0.0,61.0,Long-term partnership clause with annual reviews.,25.67,0.429,medium
S_02354,Hall-Brown,North America,Logistics,2074708,1270501,81,739559,53,0,86,0.98,10,Medium,843,2025-11-01 22:08:46.582477+00:00,0.0,0.0,81.0,0.0,0.0,86.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,57.07,0.286,low
S_02355,Henderson LLC,Europe,Facilities,1620050,953489,58,268189,44,11,74,0.29,6,Medium,601,2025-11-01 22:08:46.582650+00:00,0.0,0.0,58.0,0.0,0.0,74.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,61.32,1.0,high
S_02356,"Brown, Orozco and Butler",Asia-Pacific,Facilities,703971,603750,35,374686,57,0,58,0.2,2,High,570,2025-11-01 22:08:46.583078+00:00,0.0,0.0,35.0,0.0,0.0,58.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,45.4,0.429,medium
S_02357,Wilson-Dean,North America,Manufacturing,1897005,1612116,26,1530850,34,6,85,0.41,3,Low,643,2025-11-01 22:08:46.583375+00:00,0.0,0.0,26.0,0.0,0.0,85.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,30.47,0.571,medium
S_02358,"Reed, Terry and Smith",North America,Manufacturing,4145504,2641417,57,1298213,10,5,59,0.49,10,Medium,671,2025-11-01 22:08:46.583842+00:00,0.0,0.0,57.0,0.0,0.0,59.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,74.14,0.857,high
S_02359,Barber-Harrison,Asia-Pacific,Manufacturing,3435687,2433808,27,524459,55,5,54,0.3,7,Medium,605,2025-11-01 22:08:46.584283+00:00,0.0,0.0,27.0,0.0,0.0,54.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,44.68,0.429,medium
S_02360,Hall-Robinson,LATAM,IT Services,3367299,1582819,48,1716150,9,1,85,0.93,6,High,825,2025-11-01 22:08:46.584595+00:00,0.0,0.0,48.0,0.0,0.0,85.0,No clear penalty clause; termination ambiguous.,53.62,0.286,low
S_02361,"Morgan, Guzman and Kirby",North America,Biotech,1125760,779339,45,1551541,47,6,89,0.5,10,Medium,675,2025-11-01 22:08:46.585026+00:00,1.0,32815.0,76.0,1.0,0.0,51.0,Penalty clause included for delayed delivery.,22.81,0.571,medium
S_02362,"Mcdonald, Ware and Sharp",Europe,Facilities,4937604,3666934,48,1794273,22,12,55,0.81,4,Medium,783,2025-11-01 22:08:46.585525+00:00,0.0,0.0,48.0,0.0,0.0,55.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.98,0.857,high
S_02363,Moyer-Whitaker,Asia-Pacific,Manufacturing,270836,240069,42,729899,10,11,96,0.37,3,Low,629,2025-11-01 22:08:46.585895+00:00,0.0,0.0,42.0,0.0,0.0,96.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.27,0.714,high
S_02364,"Delgado, Ward and Kennedy",Asia-Pacific,Biotech,2324035,1393642,18,388678,40,8,64,0.82,9,High,787,2025-11-01 22:08:46.586392+00:00,0.0,0.0,18.0,0.0,0.0,64.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,21.42,0.429,medium
S_02365,Howell LLC,Europe,Manufacturing,3982763,2096309,46,588799,30,11,97,0.8,1,Medium,780,2025-11-01 22:08:46.586580+00:00,0.0,0.0,46.0,0.0,0.0,97.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,55.72,0.571,medium
S_02366,"Curry, Estrada and Anderson",Europe,Logistics,4095001,2370182,14,556757,50,12,87,0.43,7,Medium,650,2025-11-01 22:08:46.587015+00:00,1.0,29171.0,63.0,1.0,0.0,84.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,53.14,0.714,high
S_02367,Moore Group,Asia-Pacific,Logistics,3963761,1711408,88,26939,24,0,87,0.67,5,High,734,2025-11-01 22:08:46.587188+00:00,1.0,29025.0,28.0,1.0,0.0,86.0,Supplier notified raw material shortages causing delays.,42.51,0.429,medium
S_02368,Leon Group,LATAM,Facilities,3747801,1676688,24,118564,50,8,73,0.6,8,High,710,2025-11-01 22:08:46.587365+00:00,0.0,0.0,24.0,0.0,0.0,73.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,30.84,0.286,low
S_02369,Young-Hawkins,LATAM,Logistics,888066,393312,26,1231165,11,5,55,0.78,1,High,773,2025-11-01 22:08:46.587664+00:00,1.0,16483.0,5.0,0.0,0.0,65.0,Long-term partnership clause with annual reviews.,27.51,0.143,low
S_02370,Howard LLC,LATAM,Logistics,3683392,2636032,1,1028975,57,8,54,0.59,8,Medium,706,2025-11-01 22:08:46.587850+00:00,0.0,0.0,1.0,0.0,0.0,54.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,48.14,0.429,medium
S_02371,Rhodes-Thompson,LATAM,Biotech,430316,240994,38,280268,27,12,79,0.69,0,Medium,741,2025-11-01 22:08:46.588228+00:00,1.0,24956.0,28.0,1.0,0.0,73.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,38.26,0.429,medium
S_02372,"Johnson, Brown and Jordan",North America,Logistics,4646251,3865041,74,1386876,18,3,96,0.72,1,Medium,752,2025-11-01 22:08:46.588664+00:00,0.0,0.0,74.0,0.0,0.0,96.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,43.27,0.286,low
S_02373,"Perez, Hoffman and Tucker",Europe,Manufacturing,2258535,1359914,6,397315,18,0,61,0.34,8,Medium,619,2025-11-01 22:08:46.589093+00:00,0.0,0.0,6.0,0.0,0.0,61.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.5,0.571,medium
S_02374,Glover-Hammond,Asia-Pacific,Manufacturing,2862202,2111274,17,362740,24,11,56,0.98,1,High,843,2025-11-01 22:08:46.589397+00:00,1.0,38747.0,42.0,1.0,0.0,92.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,31.01,0.429,medium
S_02375,"Adams, Hernandez and Vaughn",LATAM,Facilities,1336833,559242,40,168099,22,5,97,0.22,9,Medium,577,2025-11-01 22:08:46.589837+00:00,1.0,42865.0,44.0,1.0,0.0,96.0,Standard contract with net 30 payment terms.,34.98,0.429,medium
S_02376,"Munoz, Garcia and Williams",LATAM,Facilities,210166,177888,26,1790072,53,8,59,0.28,2,High,598,2025-11-01 22:08:46.590270+00:00,0.0,0.0,26.0,0.0,0.0,59.0,Payment terms: net 30 days.,29.58,0.714,high
S_02377,Lloyd-Estes,North America,IT Services,1196136,617270,75,283660,17,10,61,0.42,0,Medium,647,2025-11-01 22:08:46.590568+00:00,0.0,0.0,75.0,0.0,0.0,61.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,74.88,1.0,high
S_02378,Villegas PLC,North America,Biotech,1223047,952452,9,248806,54,3,66,0.72,8,Medium,752,2025-11-01 22:08:46.590745+00:00,0.0,0.0,9.0,0.0,0.0,66.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.07,0.286,low
S_02379,"Casey, Meza and Colon",Europe,Logistics,1925920,1388340,46,390707,39,6,57,0.66,3,High,731,2025-11-01 22:08:46.591174+00:00,1.0,5072.0,61.0,1.0,0.0,97.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,47.84,0.714,high
S_02380,Romero and Sons,LATAM,IT Services,2182073,1236424,27,648119,17,8,75,0.47,4,Medium,664,2025-11-01 22:08:46.591348+00:00,0.0,0.0,27.0,0.0,0.0,75.0,Supplier notified raw material shortages causing delays.,48.42,0.571,medium
S_02381,"Wilson, Harris and Ward",LATAM,Manufacturing,2549377,1240606,74,1083739,33,6,62,0.69,4,High,741,2025-11-01 22:08:46.591784+00:00,0.0,0.0,74.0,0.0,0.0,62.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,49.69,0.714,high
S_02382,"Carter, Alexander and Hunter",Asia-Pacific,Logistics,507252,313802,58,1345167,48,7,90,0.78,3,High,773,2025-11-01 22:08:46.592212+00:00,0.0,0.0,58.0,0.0,0.0,90.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,33.57,0.571,medium
S_02383,"Harrell, Moore and Cox",Asia-Pacific,Logistics,4855400,3451777,29,757029,31,12,55,0.64,5,Medium,724,2025-11-01 22:08:46.592640+00:00,1.0,43792.0,69.0,1.0,1.0,73.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.08,0.714,high
S_02384,Martinez and Sons,LATAM,IT Services,3268275,2637619,72,1786419,10,4,81,0.99,6,Low,846,2025-11-01 22:08:46.592814+00:00,0.0,0.0,72.0,0.0,0.0,81.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,49.72,0.286,low
S_02385,Montes-Hammond,North America,Biotech,3151536,2704210,53,639452,12,4,80,0.83,5,High,790,2025-11-01 22:08:46.593114+00:00,2.0,46516.0,26.5,1.0,0.0,79.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,67.87,0.571,medium
S_02386,Sanchez Group,Asia-Pacific,Logistics,3441680,1873209,56,1640440,23,12,75,0.88,6,Medium,808,2025-11-01 22:08:46.593343+00:00,0.0,0.0,56.0,0.0,0.0,75.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,45.32,0.571,medium
S_02387,Mitchell-Jackson,LATAM,Logistics,2007273,1567569,73,1166462,27,11,65,0.47,2,High,664,2025-11-01 22:08:46.593677+00:00,0.0,0.0,73.0,0.0,0.0,65.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,48.04,1.0,high
S_02388,Watson-Fischer,Europe,IT Services,3306938,1493508,60,181539,16,10,79,0.6,10,Medium,710,2025-11-01 22:08:46.594002+00:00,1.0,4185.0,18.0,1.0,0.0,68.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,70.21,1.0,high
S_02389,Soto-Sanchez,Europe,IT Services,3559355,1906841,84,611084,32,8,71,0.96,8,Medium,836,2025-11-01 22:08:46.594304+00:00,1.0,28070.0,62.0,1.0,0.0,94.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.49,0.714,high
S_02390,"Fisher, Perez and Pham",North America,Facilities,2116542,1677139,50,1542449,40,2,68,0.74,9,Medium,759,2025-11-01 22:08:46.594732+00:00,0.0,0.0,50.0,0.0,0.0,68.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.77,0.571,medium
S_02391,Hardin-Villanueva,North America,Facilities,2032766,910863,28,1423083,38,1,56,0.69,6,Low,741,2025-11-01 22:08:46.595029+00:00,0.0,0.0,28.0,0.0,0.0,56.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,52.87,0.143,low
S_02392,"Norton, Cox and Johnson",LATAM,Manufacturing,4372390,1812851,2,1052500,57,3,80,0.72,2,Medium,752,2025-11-01 22:08:46.595453+00:00,0.0,0.0,2.0,0.0,0.0,80.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,18.94,0.0,low
S_02393,Carrillo Ltd,North America,Manufacturing,4005483,2150683,78,898379,58,7,85,0.75,0,Medium,762,2025-11-01 22:08:46.595626+00:00,1.0,38526.0,49.0,1.0,0.0,82.0,Penalty clause included for delayed delivery.,19.96,0.714,high
S_02394,"Acevedo, Miller and Edwards",Asia-Pacific,Biotech,1223884,616841,16,266871,24,6,100,0.51,3,Medium,678,2025-11-01 22:08:46.596064+00:00,1.0,25927.0,71.0,1.0,0.0,55.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,33.74,0.571,medium
S_02395,Hamilton Group,LATAM,Facilities,2548548,1253813,82,592947,59,2,97,0.83,9,Low,790,2025-11-01 22:08:46.596247+00:00,0.0,0.0,82.0,0.0,0.0,97.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.18,0.286,low
S_02396,Keller Ltd,Asia-Pacific,IT Services,1429487,1108318,26,1933426,58,3,88,0.51,1,Medium,678,2025-11-01 22:08:46.596419+00:00,2.0,25769.5,55.5,1.0,0.5,78.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.73,0.286,low
S_02397,Orr Inc,Asia-Pacific,Manufacturing,4958001,2516759,73,560008,38,10,55,0.89,10,High,811,2025-11-01 22:08:46.596592+00:00,1.0,36930.0,20.0,1.0,0.0,73.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.93,0.714,high
S_02398,"Whitney, Lloyd and Liu",LATAM,IT Services,3519624,2405939,11,1311118,32,7,93,0.76,0,Medium,766,2025-11-01 22:08:46.597023+00:00,1.0,8075.0,35.0,1.0,0.0,99.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,41.93,0.429,medium
S_02399,Barnes-Blackwell,Asia-Pacific,Logistics,4669639,3268939,4,229947,30,1,60,0.38,5,Medium,633,2025-11-01 22:08:46.597325+00:00,3.0,26947.666666666668,45.0,1.0,0.0,69.33333333333333,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.54,0.571,medium
S_02400,"Spencer, Torres and Newton",LATAM,Logistics,4841734,3310987,34,1543818,43,0,98,0.22,1,High,577,2025-11-01 22:08:46.597761+00:00,1.0,3766.0,21.0,1.0,0.0,52.0,Long-term partnership clause with annual reviews.,28.92,0.571,medium
S_02401,Smith-Ramirez,Asia-Pacific,Logistics,1993001,1271771,85,889256,59,7,92,0.42,3,Low,647,2025-11-01 22:08:46.598062+00:00,0.0,0.0,85.0,0.0,0.0,92.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,43.21,0.857,high
S_02402,"Bishop, Thomas and Powell",North America,IT Services,2345391,991620,72,1153986,57,11,66,0.63,1,Medium,720,2025-11-01 22:08:46.598487+00:00,0.0,0.0,72.0,0.0,0.0,66.0,Standard contract with net 30 payment terms.,30.57,0.714,high
S_02403,"Harris, Stephens and Kramer",LATAM,Biotech,646923,328801,9,536480,40,1,56,0.89,6,High,811,2025-11-01 22:08:46.598913+00:00,0.0,0.0,9.0,0.0,0.0,56.0,Payment terms: net 30 days.,30.49,0.143,low
S_02404,"Ramos, Reed and Cain",North America,Manufacturing,2423353,1026969,39,1386061,16,0,59,0.66,8,Medium,731,2025-11-01 22:08:46.599453+00:00,0.0,0.0,39.0,0.0,0.0,59.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.74,0.286,low
S_02405,"Sullivan, Gonzalez and Turner",North America,Facilities,3549971,3045837,4,1578648,10,9,88,0.88,0,High,808,2025-11-01 22:08:46.599950+00:00,1.0,1489.0,35.0,1.0,0.0,58.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.55,0.571,medium
S_02406,Medina Group,Europe,IT Services,1261142,820968,42,644102,41,4,59,0.3,0,High,605,2025-11-01 22:08:46.600155+00:00,1.0,44573.0,36.0,1.0,0.0,76.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.92,0.429,medium
S_02407,"Higgins, Hobbs and Meyer",North America,Facilities,1706597,1165157,85,211679,37,9,56,0.26,3,Low,591,2025-11-01 22:08:46.600586+00:00,0.0,0.0,85.0,0.0,0.0,56.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,33.22,1.0,high
S_02408,"Campbell, Davis and Arnold",Asia-Pacific,Facilities,3255770,1463276,89,1863378,11,12,81,0.25,1,High,587,2025-11-01 22:08:46.601026+00:00,0.0,0.0,89.0,0.0,0.0,81.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.15,0.857,high
S_02409,"Peterson, Reid and Johnson",North America,Biotech,1184404,877551,2,293867,25,7,92,0.83,0,High,790,2025-11-01 22:08:46.601492+00:00,0.0,0.0,2.0,0.0,0.0,92.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.71,0.286,low
S_02410,"Vargas, Allen and Schroeder",North America,IT Services,4418405,1970643,16,1772410,40,7,90,0.64,4,Medium,724,2025-11-01 22:08:46.601945+00:00,2.0,26804.5,46.5,1.0,0.0,78.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,43.96,0.429,medium
S_02411,"Henderson, Wagner and Dennis",North America,Biotech,4114942,2084478,55,1009160,60,8,73,0.95,7,Medium,832,2025-11-01 22:08:46.602379+00:00,0.0,0.0,55.0,0.0,0.0,73.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.12,0.571,medium
