supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts
S_00742,Jacobson Inc,LATAM,Manufacturing,1279377,570761,54,1873339,14,7,63,0.77,7,High,769,2025-11-02 09:15:42.104058+00:00
S_00743,Lewis Ltd,LATAM,IT Services,4464551,3090147,81,897980,34,11,81,0.52,6,Low,682,2025-11-02 09:15:42.104658+00:00
S_00744,"Alvarez, Williams and Jones",LATAM,Facilities,1260863,585913,90,1086227,39,1,94,0.6,3,Medium,710,2025-11-02 09:15:42.105892+00:00
S_00745,Lam-Elliott,Asia-Pacific,Manufacturing,323530,226729,52,241391,13,5,86,0.8,4,High,780,2025-11-02 09:15:42.106874+00:00
S_00746,White LLC,Asia-Pacific,IT Services,1336011,736983,62,68673,56,2,59,0.29,9,Medium,601,2025-11-02 09:15:42.107440+00:00
S_00747,Ali PLC,Europe,Logistics,2609900,2112877,62,14374,13,8,72,0.91,1,Low,818,2025-11-02 09:15:42.107954+00:00
S_00748,Goodwin Ltd,Asia-Pacific,Biotech,3552874,2224764,43,1648608,30,7,96,0.58,9,High,703,2025-11-02 09:15:42.108487+00:00
S_00749,Hickman-Evans,LATAM,Facilities,1212009,889142,19,1826858,52,5,55,0.6,9,Medium,710,2025-11-02 09:15:42.109397+00:00
S_00750,"Allen, Davenport and Price",LATAM,IT Services,3486211,2337494,85,1876555,34,11,67,0.51,10,High,678,2025-11-02 09:15:42.110745+00:00
S_00751,"Rivera, Campos and Taylor",Asia-Pacific,Biotech,1439277,1039992,82,1183047,11,3,89,0.77,8,Medium,769,2025-11-02 09:15:42.112051+00:00
S_00752,"Ramsey, Mason and Mccann",Europe,Facilities,493542,321453,2,262252,48,8,61,0.97,0,High,839,2025-11-02 09:15:42.113831+00:00
S_00753,Davis and Sons,LATAM,Manufacturing,1776417,1427280,77,681992,31,9,52,0.4,7,Low,640,2025-11-02 09:15:42.114804+00:00
S_00754,Peterson PLC,Europe,Facilities,245146,101007,67,675599,30,4,55,0.47,1,Low,664,2025-11-02 09:15:42.116159+00:00
S_00755,"Sanders, Ayala and Johnson",Europe,Logistics,4594773,2425016,11,333438,25,6,93,0.33,2,High,615,2025-11-02 09:15:42.117566+00:00
S_00756,Bowers-Hayes,North America,IT Services,2778736,1653264,40,308761,32,5,66,0.35,6,Low,622,2025-11-02 09:15:42.118500+00:00
S_00757,Kelly Group,Europe,Biotech,1064738,737878,63,1076656,54,8,74,0.24,1,High,584,2025-11-02 09:15:42.119024+00:00
S_00758,Lopez-Willis,LATAM,Manufacturing,2720399,1746729,52,1338632,20,0,67,0.57,8,Low,699,2025-11-02 09:15:42.119936+00:00
S_00759,Miller-Montgomery,Europe,IT Services,901522,616751,57,185968,60,10,82,0.4,3,Medium,640,2025-11-02 09:15:42.120823+00:00
S_00760,Marquez Inc,Europe,Logistics,1244261,832121,54,1921538,41,7,52,0.5,0,Low,675,2025-11-02 09:15:42.121345+00:00
S_00761,Moore-Dawson,Europe,Manufacturing,2476400,1065068,61,583157,44,4,93,0.72,6,Low,752,2025-11-02 09:15:42.122234+00:00
S_00762,"Moore, Price and Ward",Asia-Pacific,Manufacturing,1834711,881960,68,1190867,10,4,55,0.67,6,Medium,734,2025-11-02 09:15:42.123457+00:00
S_00763,Smith LLC,Asia-Pacific,Facilities,1221471,617362,64,1692034,26,10,71,0.78,10,High,773,2025-11-02 09:15:42.123994+00:00
S_00764,Ward-Nelson,Asia-Pacific,IT Services,3847674,1944275,76,698824,7,11,58,0.42,10,Low,647,2025-11-02 09:15:42.124840+00:00
S_00765,Miller Group,North America,Logistics,4047414,2455086,89,1484926,37,12,75,0.2,8,High,570,2025-11-02 09:15:42.125342+00:00
S_00766,Hawkins-Hunt,LATAM,Manufacturing,700311,403727,48,1745323,44,5,74,0.63,2,Low,720,2025-11-02 09:15:42.126224+00:00
S_00767,Johnson LLC,Asia-Pacific,Logistics,120727,75127,28,1568486,7,12,67,0.3,10,Low,605,2025-11-02 09:15:42.126746+00:00
S_00768,"Davis, George and Nguyen",Asia-Pacific,Logistics,3051620,1578081,63,771264,8,4,81,0.35,9,High,622,2025-11-02 09:15:42.128022+00:00
S_00769,Smith-Gutierrez,LATAM,Manufacturing,1694895,1415166,72,1059258,37,2,85,0.99,3,Medium,846,2025-11-02 09:15:42.128872+00:00
S_00770,Hardy PLC,Europe,Manufacturing,4795494,3328467,8,277241,22,9,64,0.74,8,Medium,759,2025-11-02 09:15:42.129860+00:00
S_00771,Armstrong and Sons,North America,Biotech,2351229,1662855,87,1184648,35,0,77,0.35,10,Medium,622,2025-11-02 09:15:42.130969+00:00
S_00772,"James, Taylor and Turner",Asia-Pacific,Facilities,485056,398798,52,584694,13,10,83,0.88,7,Medium,808,2025-11-02 09:15:42.133816+00:00
S_00773,Thomas-Jackson,Europe,Manufacturing,4389065,2365559,53,1126545,34,5,50,0.81,6,High,783,2025-11-02 09:15:42.134831+00:00
S_00774,Fisher-Washington,North America,Logistics,736262,654572,54,166112,21,3,60,0.9,5,Medium,815,2025-11-02 09:15:42.135764+00:00
S_00775,Ward and Sons,LATAM,Manufacturing,861397,599760,80,1970964,27,4,65,0.22,1,Medium,577,2025-11-02 09:15:42.136291+00:00
S_00776,"Weber, Wheeler and Gonzalez",Asia-Pacific,Biotech,2908854,2318518,9,1636864,44,9,78,0.87,1,Medium,804,2025-11-02 09:15:42.137551+00:00
S_00777,Taylor Inc,North America,Manufacturing,4906454,2888417,88,146374,56,2,53,0.3,7,High,605,2025-11-02 09:15:42.138061+00:00
S_00778,Cook-Oliver,North America,Biotech,3672528,1564869,48,852390,12,9,98,0.25,6,High,587,2025-11-02 09:15:42.138913+00:00
S_00779,Alexander-Jordan,LATAM,Facilities,138974,116733,79,222395,27,10,93,0.56,0,Medium,696,2025-11-02 09:15:42.139832+00:00
S_00780,"Mccann, Taylor and Flores",North America,Manufacturing,2803088,1138458,8,1253373,56,3,86,0.67,2,Medium,734,2025-11-02 09:15:42.141107+00:00
S_00781,"Harris, Edwards and Oconnell",LATAM,Biotech,2199883,1369013,31,298720,57,0,53,0.48,2,Medium,668,2025-11-02 09:15:42.142324+00:00
S_00782,Carter-Neal,Asia-Pacific,IT Services,3706159,2564042,69,1636332,15,2,80,0.61,4,Medium,713,2025-11-02 09:15:42.143200+00:00
S_00783,Faulkner-Casey,North America,Biotech,2491621,1727241,86,313248,9,3,82,0.5,8,Low,675,2025-11-02 09:15:42.144087+00:00
S_00784,Bennett-Velasquez,Europe,Logistics,3590505,2845948,43,407107,48,7,94,0.48,7,Medium,668,2025-11-02 09:15:42.144930+00:00
S_00785,Diaz-Frederick,Asia-Pacific,Biotech,2827849,1554796,42,350325,12,7,100,0.88,0,Medium,808,2025-11-02 09:15:42.145895+00:00
S_00786,Vargas PLC,Europe,Facilities,81013,57678,30,1018197,53,12,71,0.71,6,High,748,2025-11-02 09:15:42.146777+00:00
S_00787,Maldonado PLC,North America,IT Services,1595554,646113,45,72951,41,1,59,0.86,4,Medium,801,2025-11-02 09:15:42.147783+00:00
S_00788,Benton Group,Asia-Pacific,Manufacturing,4963093,4405512,25,424869,24,2,64,0.93,4,Medium,825,2025-11-02 09:15:42.149067+00:00
S_00789,"Clark, Salinas and Guerra",Europe,Logistics,2900595,1444478,22,1777650,22,1,51,0.88,10,High,808,2025-11-02 09:15:42.150712+00:00
S_00790,Fuentes Group,Europe,IT Services,980875,616089,47,1707618,29,10,60,0.47,8,Low,664,2025-11-02 09:15:42.151299+00:00
S_00791,"Porter, Schultz and Allen",North America,Manufacturing,3688290,1741670,16,1677022,18,3,84,0.9,6,Medium,815,2025-11-02 09:15:42.152579+00:00
S_00792,"Moore, Henderson and Bennett",Europe,Manufacturing,2717171,2123581,75,406575,60,8,68,0.68,2,Medium,738,2025-11-02 09:15:42.153951+00:00
S_00793,Ewing-Mendoza,Asia-Pacific,Logistics,496768,410206,74,1867729,37,3,96,0.7,1,Medium,745,2025-11-02 09:15:42.154834+00:00
S_00794,Ferguson-Mclean,LATAM,Biotech,594194,348870,66,983639,17,5,95,0.33,5,Medium,615,2025-11-02 09:15:42.155727+00:00
S_00795,"Barnes, Johnson and Schmitt",LATAM,Facilities,4104189,2192325,51,1348204,56,9,91,0.77,0,High,769,2025-11-02 09:15:42.157009+00:00
S_00796,"Woodard, Herrera and Little",Europe,Facilities,1752891,892741,54,1873757,30,9,60,0.56,5,High,696,2025-11-02 09:15:42.158344+00:00
S_00797,Rodriguez and Sons,North America,IT Services,761009,473539,45,492717,43,0,79,0.31,8,Medium,608,2025-11-02 09:15:42.158882+00:00
S_00798,"Ortega, Jackson and Salazar",LATAM,Facilities,3624405,2115768,63,674840,23,6,51,0.56,2,Medium,696,2025-11-02 09:15:42.160328+00:00
S_00799,"Terrell, Byrd and Ross",Asia-Pacific,Manufacturing,2278222,1246777,64,1085400,40,10,55,0.72,4,Low,752,2025-11-02 09:15:42.161620+00:00
S_00800,Sheppard-Jordan,Asia-Pacific,Manufacturing,875515,589233,42,422397,49,5,66,0.29,4,Medium,601,2025-11-02 09:15:42.163869+00:00
S_00801,Garcia and Sons,Europe,Biotech,2352375,2014082,1,1624966,25,4,72,0.35,6,Low,622,2025-11-02 09:15:42.165176+00:00
S_00802,"Burgess, Grant and Watts",North America,Facilities,4915004,3573431,19,1825014,31,3,64,0.81,3,Medium,783,2025-11-02 09:15:42.167988+00:00
S_00803,Griffin Group,LATAM,Facilities,4377056,2496365,10,666565,60,3,77,0.67,6,High,734,2025-11-02 09:15:42.169000+00:00
S_00804,Barton-Chapman,North America,IT Services,3824638,1795572,16,650830,53,0,81,0.88,10,Low,808,2025-11-02 09:15:42.170664+00:00
S_00805,"Hernandez, Cuevas and Webb",LATAM,Facilities,2900635,2266616,88,1137437,25,5,87,0.38,0,Medium,633,2025-11-02 09:15:42.173010+00:00
S_00806,Perry-Nixon,Europe,IT Services,320188,219039,77,1926277,44,9,75,0.94,6,High,829,2025-11-02 09:15:42.174636+00:00
S_00807,Guerra Ltd,LATAM,Logistics,3326893,2120524,42,1204359,34,10,69,0.25,1,High,587,2025-11-02 09:15:42.175621+00:00
S_00808,Bailey LLC,LATAM,Manufacturing,4688118,2312864,8,1921229,30,4,63,0.34,3,High,619,2025-11-02 09:15:42.176546+00:00
S_00809,Mueller-Boyd,North America,IT Services,4448949,2933040,21,695290,32,6,60,0.26,1,High,591,2025-11-02 09:15:42.178291+00:00
S_00810,Alvarez-Kim,North America,Facilities,3559904,3123987,26,282487,19,4,77,0.58,10,Medium,703,2025-11-02 09:15:42.180404+00:00
S_00811,"Chavez, Jones and Williams",Europe,Biotech,4874216,3696537,58,587641,18,0,59,0.95,7,High,832,2025-11-02 09:15:42.183378+00:00
S_00812,"Wilson, Sweeney and Wong",Europe,Biotech,3399041,1918574,72,1853898,37,7,79,0.68,9,High,738,2025-11-02 09:15:42.185046+00:00
S_00813,"Marsh, Spears and Yang",LATAM,IT Services,814224,610796,38,830175,45,12,61,0.43,6,High,650,2025-11-02 09:15:42.186356+00:00
S_00814,"Thompson, Moore and Castro",Europe,Biotech,3674521,1645329,89,1993250,8,3,60,0.57,4,Low,699,2025-11-02 09:15:42.187745+00:00
S_00815,Hall-Sullivan,North America,Logistics,4560869,3896661,52,1607737,41,1,73,0.43,1,Medium,650,2025-11-02 09:15:42.188691+00:00
S_00816,Lopez Ltd,Asia-Pacific,Facilities,4281170,2677734,32,444890,38,0,79,0.81,0,High,783,2025-11-02 09:15:42.189257+00:00
S_00817,Foster-Mclaughlin,LATAM,Logistics,3924731,2348312,1,535558,13,11,58,0.5,5,Medium,675,2025-11-02 09:15:42.190158+00:00
S_00818,Cole Group,North America,Manufacturing,3944373,2659352,31,1506488,34,2,80,0.59,4,Low,706,2025-11-02 09:15:42.190910+00:00
S_00819,Smith-Lewis,North America,Logistics,1481005,810216,68,1564925,31,2,54,0.87,10,Medium,804,2025-11-02 09:15:42.191870+00:00
S_00820,Goodwin-Stokes,Asia-Pacific,Logistics,2342206,1190628,4,1882101,49,8,63,0.32,7,Medium,612,2025-11-02 09:15:42.192803+00:00
S_00821,Ray PLC,North America,Facilities,4436188,3305729,56,119922,44,0,53,0.71,6,Medium,748,2025-11-02 09:15:42.193366+00:00
S_00822,Diaz and Sons,Europe,Logistics,2144633,955848,53,68603,6,5,62,0.5,10,Medium,675,2025-11-02 09:15:42.194155+00:00
S_00823,Wilson-Lambert,North America,Logistics,1900257,1448006,5,881744,38,1,70,0.97,5,Medium,839,2025-11-02 09:15:42.195289+00:00
S_00824,Rose-Fowler,LATAM,Facilities,1640039,755077,27,232057,28,5,61,0.7,0,Medium,745,2025-11-02 09:15:42.197279+00:00
S_00825,"Price, Long and Wilson",Europe,Facilities,2702815,1378565,84,1719356,23,10,89,0.21,5,High,573,2025-11-02 09:15:42.200060+00:00
S_00826,Bruce-Williamson,LATAM,Manufacturing,1883421,1424366,72,369575,22,1,88,0.53,5,Low,685,2025-11-02 09:15:42.201291+00:00
S_00827,"Mccarthy, Evans and Mendez",Europe,IT Services,3309523,1613940,88,676825,60,10,80,0.74,1,Medium,759,2025-11-02 09:15:42.202665+00:00
S_00828,Powers LLC,Europe,Biotech,4957645,3439288,1,497809,7,9,98,0.56,1,Medium,696,2025-11-02 09:15:42.203204+00:00
S_00829,Allen Inc,North America,Manufacturing,3644500,1708460,63,632046,18,2,74,0.81,3,Medium,783,2025-11-02 09:15:42.203758+00:00
S_00830,Brooks and Sons,LATAM,IT Services,2047025,956233,40,1359731,56,12,52,0.94,8,Medium,829,2025-11-02 09:15:42.204317+00:00
S_00831,"Price, Carlson and Andrews",Asia-Pacific,Manufacturing,3530378,1816397,42,728753,21,3,84,0.72,0,Low,752,2025-11-02 09:15:42.205610+00:00
S_00832,Lopez-Reid,Europe,Biotech,2133210,1784116,66,684521,17,7,90,0.84,0,High,794,2025-11-02 09:15:42.206479+00:00
S_00833,"Ellison, Arias and Thompson",Europe,Manufacturing,4174194,2993662,18,1977704,19,2,55,0.26,2,Medium,591,2025-11-02 09:15:42.207737+00:00
S_00834,Burns and Sons,North America,Facilities,1764407,1345350,39,354265,52,3,65,0.39,6,High,636,2025-11-02 09:15:42.208258+00:00
S_00835,Edwards Group,LATAM,Logistics,2138506,1146090,61,177805,29,6,74,0.44,2,Medium,654,2025-11-02 09:15:42.208758+00:00
S_00836,"Brown, Howard and Smith",LATAM,Logistics,3595841,2911918,61,51546,54,6,77,0.6,1,Medium,710,2025-11-02 09:15:42.210753+00:00
S_00837,Lee Group,Europe,Biotech,2568524,1960616,32,807861,35,4,79,0.68,4,Medium,738,2025-11-02 09:15:42.211869+00:00
S_00838,"Wagner, Simpson and Cohen",Europe,Facilities,4083614,2033059,24,18767,6,8,96,0.26,5,Medium,591,2025-11-02 09:15:42.214636+00:00
S_00839,Mckinney-Wallace,Asia-Pacific,Facilities,3538152,2281313,82,1243773,10,6,52,0.95,1,Medium,832,2025-11-02 09:15:42.216440+00:00
S_00840,Miller Inc,LATAM,IT Services,4794668,3766859,44,1078726,51,7,90,0.33,5,Medium,615,2025-11-02 09:15:42.217098+00:00
S_00841,Carter LLC,Europe,Logistics,3282408,2097008,46,1333203,51,10,51,0.94,10,Medium,829,2025-11-02 09:15:42.217693+00:00
S_00842,Medina and Sons,Europe,IT Services,2242200,1174256,74,1399582,59,2,50,0.68,1,Medium,738,2025-11-02 09:15:42.218370+00:00
S_00843,Cunningham-Barton,North America,Biotech,3274142,2799308,54,357757,59,6,66,0.52,4,Medium,682,2025-11-02 09:15:42.219263+00:00
S_00844,Dunn-Wilson,LATAM,Biotech,4522816,2505592,52,1588027,52,1,56,0.73,10,Medium,755,2025-11-02 09:15:42.220181+00:00
S_00845,Adams PLC,Asia-Pacific,Logistics,2938976,2542239,50,1475928,25,0,60,0.85,7,High,797,2025-11-02 09:15:42.220830+00:00
S_00846,Weaver-Sherman,LATAM,Biotech,635872,386877,36,1547300,33,2,61,0.82,5,High,787,2025-11-02 09:15:42.221706+00:00
S_00847,"Alexander, Robinson and Coleman",Europe,Biotech,1176859,1028859,57,1199278,58,3,61,0.36,3,High,626,2025-11-02 09:15:42.222978+00:00
S_00848,"Greer, Potter and Evans",Europe,IT Services,1582845,1411064,52,934278,46,9,56,0.85,10,High,797,2025-11-02 09:15:42.224248+00:00
S_00849,Cole LLC,North America,IT Services,2508915,1084180,3,1238189,21,7,81,0.27,10,Medium,594,2025-11-02 09:15:42.224762+00:00
S_00850,Gonzales Inc,North America,Biotech,129746,103096,5,213092,19,8,100,0.25,0,Medium,587,2025-11-02 09:15:42.225283+00:00
S_00851,Clark Ltd,Asia-Pacific,Facilities,4412697,2809193,43,1277459,33,5,73,0.99,10,Low,846,2025-11-02 09:15:42.225922+00:00
S_00852,"Norris, Callahan and Bishop",Asia-Pacific,Facilities,2694288,1587522,7,756647,27,12,56,0.85,0,Medium,797,2025-11-02 09:15:42.227626+00:00
S_00853,Martin-Taylor,Europe,Manufacturing,3420612,2397693,67,596085,50,12,65,0.78,5,Medium,773,2025-11-02 09:15:42.228586+00:00
S_00854,Li Inc,Europe,Manufacturing,4036261,3604747,41,44876,46,5,52,0.61,5,Medium,713,2025-11-02 09:15:42.229675+00:00
S_00855,"Bell, Campbell and Ryan",LATAM,Biotech,2009231,1601317,44,907405,36,10,94,0.69,1,Medium,741,2025-11-02 09:15:42.231440+00:00
S_00856,Werner-Carter,Europe,Biotech,2515101,2107948,64,76575,14,7,100,0.69,1,Medium,741,2025-11-02 09:15:42.232609+00:00
S_00857,"Adams, Hodge and Duke",LATAM,Logistics,4653220,3946881,14,1021180,48,8,65,0.99,3,High,846,2025-11-02 09:15:42.234270+00:00
S_00858,"Ochoa, Taylor and Brady",North America,Logistics,800208,691781,41,1902991,30,12,67,0.28,3,Medium,598,2025-11-02 09:15:42.235698+00:00
S_00859,Sellers-Riddle,North America,Logistics,4045513,3484675,81,1531304,37,1,100,0.96,5,Low,836,2025-11-02 09:15:42.236747+00:00
S_00860,"Martinez, Cline and Wright",North America,IT Services,4881604,2872849,48,1381368,47,12,85,0.81,6,Low,783,2025-11-02 09:15:42.238064+00:00
S_00861,"Morris, Wright and Bridges",Asia-Pacific,Manufacturing,1925280,877333,43,1563111,43,3,97,0.41,1,Medium,643,2025-11-02 09:15:42.239399+00:00
S_00862,Burns-Ray,LATAM,Biotech,1118855,859794,39,139782,43,8,62,0.88,6,Low,808,2025-11-02 09:15:42.240333+00:00
S_00863,Burton-Brooks,Europe,Biotech,2731359,1999003,75,475864,12,6,50,0.82,8,Low,787,2025-11-02 09:15:42.241433+00:00
S_00864,Schultz Inc,Asia-Pacific,Logistics,2700181,1754891,58,319173,44,4,59,0.32,10,Low,612,2025-11-02 09:15:42.242057+00:00
S_00865,Robertson-Ramirez,Asia-Pacific,Biotech,338097,302653,15,583471,60,11,86,0.68,7,Medium,738,2025-11-02 09:15:42.243005+00:00
S_00866,Gibson-Freeman,LATAM,Manufacturing,1859465,1655986,42,330239,58,11,63,0.6,3,Medium,710,2025-11-02 09:15:42.243914+00:00
S_00867,"Smith, Schroeder and Oconnor",Europe,Facilities,490958,374943,38,1719204,48,2,51,0.94,8,Medium,829,2025-11-02 09:15:42.245257+00:00
S_00868,"Stanton, Reid and Terry",Asia-Pacific,Facilities,3593662,2140139,67,1534114,24,4,94,0.74,3,Medium,759,2025-11-02 09:15:42.247464+00:00
S_00869,Flynn Group,Europe,IT Services,4647041,3606722,74,1825830,57,0,95,0.52,4,Medium,682,2025-11-02 09:15:42.249121+00:00
S_00870,Donaldson and Sons,LATAM,Facilities,1423168,776396,18,449911,19,12,97,0.66,3,Medium,731,2025-11-02 09:15:42.250160+00:00
S_00871,Adams-Clayton,North America,Logistics,126609,74481,54,1434899,59,2,53,0.49,1,Medium,671,2025-11-02 09:15:42.251353+00:00
S_00872,Kelley-Anderson,North America,Manufacturing,4025157,3582946,83,719856,43,6,59,0.34,10,Medium,619,2025-11-02 09:15:42.252301+00:00
S_00873,Kramer-Shannon,Europe,Facilities,2105217,1356418,88,1260228,17,10,97,0.23,6,Medium,580,2025-11-02 09:15:42.253197+00:00
S_00874,Williams Ltd,LATAM,IT Services,801712,574159,56,780332,6,1,57,0.82,1,High,787,2025-11-02 09:15:42.253724+00:00
S_00875,Smith-Noble,LATAM,IT Services,4326080,3230988,12,1675859,43,2,74,0.38,7,Low,633,2025-11-02 09:15:42.254620+00:00
S_00876,Alexander Inc,Europe,Manufacturing,3687774,2074795,68,397742,31,11,51,0.44,6,Medium,654,2025-11-02 09:15:42.255137+00:00
S_00877,Harris-Barker,LATAM,Manufacturing,4549790,3000361,74,1140326,51,12,91,0.83,1,Medium,790,2025-11-02 09:15:42.255988+00:00
S_00878,Khan LLC,North America,Logistics,1790332,1487768,88,387356,6,8,78,0.97,5,High,839,2025-11-02 09:15:42.257189+00:00
S_00879,Baxter LLC,Europe,Manufacturing,1130586,770209,4,187440,13,8,69,0.66,5,Low,731,2025-11-02 09:15:42.257950+00:00
S_00880,Pena LLC,North America,Logistics,1489511,819677,66,1907124,56,4,92,0.54,8,Medium,689,2025-11-02 09:15:42.258570+00:00
S_00881,Watson Ltd,Asia-Pacific,Biotech,4890826,4183571,45,1281235,40,8,63,0.59,1,Medium,706,2025-11-02 09:15:42.259193+00:00
S_00882,Williams Ltd,Europe,Logistics,425269,233836,27,291454,44,8,63,0.39,9,Medium,636,2025-11-02 09:15:42.259712+00:00
S_00883,Barber-Fischer,LATAM,Manufacturing,1127869,761226,33,810655,47,2,75,0.78,7,High,773,2025-11-02 09:15:42.260565+00:00
S_00884,Rios-Padilla,Europe,Biotech,2182211,1095211,80,1546530,23,10,94,0.74,10,High,759,2025-11-02 09:15:42.261545+00:00
S_00885,Lewis Inc,Europe,Facilities,3171755,2571607,40,1662102,33,6,51,0.65,9,High,727,2025-11-02 09:15:42.262165+00:00
S_00886,Wheeler PLC,North America,Biotech,2315974,1397437,42,1352549,11,5,71,0.3,4,High,605,2025-11-02 09:15:42.263324+00:00
S_00887,"Wallace, Smith and Cooper",North America,Facilities,1943858,1729533,28,804049,12,12,57,0.42,2,Medium,647,2025-11-02 09:15:42.265954+00:00
S_00888,Mcneil Group,LATAM,Manufacturing,2621524,1741950,89,1209902,24,8,67,0.67,9,High,734,2025-11-02 09:15:42.267029+00:00
S_00889,"Anderson, Jones and Reyes",LATAM,Logistics,452345,259006,86,1664123,40,8,88,0.34,6,Medium,619,2025-11-02 09:15:42.268758+00:00
S_00890,"Shaffer, Garcia and Richardson",Europe,Logistics,1120153,527967,72,1552292,23,0,96,0.41,10,Low,643,2025-11-02 09:15:42.270098+00:00
S_00891,Taylor-Ayala,LATAM,Facilities,2139699,1051773,45,1684510,35,8,68,0.74,4,Low,759,2025-11-02 09:15:42.271011+00:00
S_00892,May Ltd,Europe,IT Services,4417064,3170646,11,1996956,25,6,99,0.95,5,Low,832,2025-11-02 09:15:42.271545+00:00
S_00893,Jones PLC,Europe,Manufacturing,716683,345840,7,187387,53,4,85,0.26,7,Low,591,2025-11-02 09:15:42.272186+00:00
S_00894,Bishop and Sons,LATAM,Biotech,139713,121022,17,1015911,37,8,93,0.97,10,Low,839,2025-11-02 09:15:42.272739+00:00
S_00895,Bell-Lewis,Europe,Manufacturing,1095988,829750,89,1130560,53,5,65,0.52,10,Low,682,2025-11-02 09:15:42.273647+00:00
S_00896,"Hernandez, Jenkins and Parks",North America,Biotech,4480119,2797054,21,1424575,54,8,64,0.75,2,High,762,2025-11-02 09:15:42.274880+00:00
S_00897,Miller Inc,North America,Facilities,1168359,756809,21,792832,13,5,93,0.61,3,Low,713,2025-11-02 09:15:42.275422+00:00
S_00898,Goodwin PLC,LATAM,IT Services,1038726,552992,0,1557752,46,9,75,0.43,3,Low,650,2025-11-02 09:15:42.275969+00:00
S_00899,"Cruz, Richmond and Edwards",North America,Facilities,4374570,3701966,62,130579,28,0,89,0.86,7,Medium,801,2025-11-02 09:15:42.277230+00:00
S_00900,Wright Ltd,Asia-Pacific,Logistics,3018667,1814321,1,222520,33,7,62,0.29,1,Medium,601,2025-11-02 09:15:42.277756+00:00
S_00901,Wright PLC,LATAM,Manufacturing,1339418,639994,84,534570,20,7,75,0.53,5,High,685,2025-11-02 09:15:42.278261+00:00
S_00902,"Griffith, Mitchell and Pugh",Asia-Pacific,Manufacturing,3643188,3259504,84,1770260,34,2,58,0.91,5,Medium,818,2025-11-02 09:15:42.280682+00:00
S_00903,Abbott Ltd,Europe,Manufacturing,98739,48854,5,290347,31,6,97,0.49,5,Low,671,2025-11-02 09:15:42.281516+00:00
S_00904,Harris-Lawson,LATAM,IT Services,1394798,640764,62,1163692,37,12,93,0.73,2,Medium,755,2025-11-02 09:15:42.282496+00:00
S_00905,Adkins LLC,LATAM,Logistics,3404403,1548548,13,1672439,7,2,59,0.6,5,Medium,710,2025-11-02 09:15:42.283035+00:00
S_00906,"Brown, Hurst and Blevins",Asia-Pacific,Facilities,2033947,1806590,1,920852,36,4,68,0.24,7,High,584,2025-11-02 09:15:42.284467+00:00
